image_id,question,answer,path
81crDcVJQCL,What is the headboard's color?,Eclipse,35/35adf42d.jpg
71dDVjesAdL,What is the gel's brand name?,Solimo,0a/0ac2e040.jpg
71cRSJagA3L,Is there land visible on the horizon?,Yes,d7/d7c1e049.jpg
91dLVqp9bAL,What color is the shower curtain?,Gray,8d/8d6b4b99.jpg
81nUwuCkj7L,How tall is this product in inches?,Thirty-one,ff/ff094274.jpg
71EeDWET-HL,What material is it made of?,Plastic,4c/4c654532.jpg
71SOcA26TBL,Is the case slim or thick?,Slim,b2/b2b8dd20.jpg
71qFL9gElfL,What object is featured prominently?,Tree,a7/a706f4f4.jpg
71v1uCtXRaL,What year were these sandals released?,2020,b6/b60217c9.jpg
81r3yIxdYsL,What's the product type?,Case,12/12a3cc0f.jpg
7152yX2LQfL,What is the product width?,Four,ad/ad77925d.jpg
81yaQokFS8L,What is the net weight in ounces?,Seventeen,20/20e741ee.jpg
81VXhIbhIfL,What is the phone accessory type?,Case,a6/a695e027.jpg
91JRF9ZMAoL,What type of image is this?,Main,93/93ba2a0d.jpg
71m-Drbi4cL,Which company is the brand?,Amazon,a2/a2b405e8.jpg
51tryJFjOqL,What's the pouch weight in Ounces?,Four,15/150ccf5a.jpg
81N6600ZkyL,What material coats the hammers?,Poly,89/89ce3c25.jpg
71zMnMtITAL,What is the brand of this case?,Solimo,ea/ea61efb7.jpg
61o1qrVO9wL,What are the main image ID characters?,61o1qrVO9wL,b9/b991a75c.jpg
91X-9TRUTiL,What is the main material?,Cotton,59/5990d582.jpg
711-z9oUwaL,What is the product's brand?,Solimo,b7/b771a6d6.jpg
51P5X1nqJ6L,What is the phone cover's style?,Professional,b1/b129bfe2.jpg
71zSgAK0+nL,What is the shade color?,Opal,aa/aa26c8a0.jpg
71Q-J75vWIL,Which phone model is this case compatible with?,Realme,10/1096b136.jpg
51n6QsBRuAL,What color is the phone case?,Black,f0/f0913b46.jpg
71AnHFRlB1L,What is the case material?,Silicon,a5/a589895f.jpg
81WpLWAhbCL,What is the net weight in ounces?,Twenty-four,eb/ebd7cb5c.jpg
71RQBIaqZ8L,What kind of cut does the case have?,Logo,05/05e6fc4c.jpg
A1tKSrX2LHL,What brand manufactured this case?,AmazonBasics,2c/2c5eb024.jpg
81dwj2zHduL,What is the brand?,Solimo,68/6815e5de.jpg
A1LtM4Uw-cL,What furniture type is this?,Chair,94/94eb10d9.jpg
71xjK1bovUL,What is the outer material made of?,Mesh,c5/c52294ee.jpg
719LEsp7cwL,What surface is the bird standing on?,Cracked,66/66266276.jpg
81YsJGedBHL,What is the closure type?,Slip-On,7a/7aca4337.jpg
8186k+jZXFL,What number appears in the brand's logo?,365,93/93266d62.jpg
51du6nyJHPL,What material is the bed made of?,Oak,8b/8b546e2b.jpg
8188kq6k0nL,What quantity of tablets?,120,5b/5b41e18f.jpg
61-R1WDP+oL,What color is the mattress?,White,87/87492dd4.jpg
61NtlIuur5L,What type of footwear is it?,Sandal,6a/6aa0d8ef.jpg
91yPWRcRuUL,What is the model number of the product?,CP41,7d/7d18a596.jpg
91i8sSFbTbL,What number ply are the tissues?,Three,a4/a47873f9.jpg
51g0fSamAzL,What type of bolt is in this item?,Deadbolt,f7/f73607c0.jpg
51txd3QU8pL,What kind of meat is displayed?,Poultry,b2/b281ab09.jpg
715npOmXLdL,How long is the bedsheet in centimeters?,200,62/62cdee2a.jpg
81WgoeRN2cL,How many days of warranty?,Ninety,90/90f642d8.jpg
71JUZ-BtJ8L,What is the length of the tool in inches?,Ten,a1/a13c438f.jpg
61k78WwFyTL,How many bands does the slide have?,One,f0/f04cd775.jpg
719t4rFfRjL,What is the main material?,Cotton,63/6301fe8d.jpg
61spGto6p8L,What animal is flying above the sun?,Bird,db/db165521.jpg
71jGPdk3mDL,What brand is this?,AmazonBasics,71/71965406.jpg
71tTRZ5JOgL,What brand is the mobile cover from?,Solimo,0c/0cc642c4.jpg
91hnTCXo2CL,What sentiment is written?,Love,b8/b8746e5a.jpg
71STMqC-ZDL,What color is the shoe?,Red,23/2380fc54.jpg
71NQcfSeVVL,What is the brand of the phone cover?,Solimo,45/45756e81.jpg
81rxen4vPbL,What year was this model released?,2020,be/bebfcd26.jpg
61+-Dh40YDL,What company is listed in the OCR?,Oppo,76/76321116.jpg
71ndP5ZzHJL,What is the case designed for?,Huawei,16/16225659.jpg
71lRXH9F5BL,What company's logo is visible?,Apple,34/34e37d18.jpg
71VDrQ-pG1L,Is there warranty included?,No,9f/9fa85c4e.jpg
811e8nUYxZL,What year was the model released?,2017,eb/ebd072f0.jpg
61K1jBO3boL,What is the cover’s color?,Black,8e/8eb7304b.jpg
61MOfUHD2mL,What brand is it?,Solimo,1d/1d1fb935.jpg
612jR44w52L,What material is the case made of?,Silicone,91/9166cf44.jpg
61WGvs84FBL,What brand is this case?,Solimo,09/098702a4.jpg
61CrAXxf2AL,What brand is shown?,365,7d/7d4b6adf.jpg
717ealypG4L,What is the shoe's color?,Black,ad/ad843b97.jpg
91lTxtjauGL,What are the blades made of?,Steel,1c/1cc91b99.jpg
81eiC7TMqsL,What is the item dimension width in centimeters?,Ninety,b3/b34861d4.jpg
71RNnmwn9vL,How many cameras can you see?,Four,68/687f9586.jpg
61Ey-RsUXQL,What phone is the case for?,Oppo,d7/d7edc76e.jpg
81fkGImNfRL,What shape is the head?,Round,5d/5d6f9804.jpg
61dFghIi+ZL,What color is the flowers?,Blue,55/556292a6.jpg
710dlLir0rL,What company printed the case?,Solimo,7b/7be20323.jpg
91MSWq9wqaL,Are the toes open or closed?,Closed,5b/5b7bba61.jpg
61tKLqhfOJL,What color is the boot?,Black,1a/1a1847d3.jpg
615t+i1pjBL,What's the case's color?,Multicolored,8c/8ca7c2a5.jpg
61gIODNSScL,What is the primary color?,Red,2f/2f162f47.jpg
719gzShSe6L,How many figures are on the cover?,Two,2f/2fbce6cc.jpg
71jfK74L+FL,Does it include a seat?,Yes,25/252dee41.jpg
71Nhw1EZKIL,What is the depicted pattern on the case?,Leaf,e2/e239f781.jpg
71U5EFZ9XJL,What brand is the cover?,Solimo,42/42b6c70d.jpg
81HZ1MmoUWL,What is the material?,MDF,cf/cfeada29.jpg
81OVgaqzP7L,What item weights one point forty-nine?,Pounds,ea/ea893fdc.jpg
71Zcig5A1WL,What is the cover design?,Wax,bb/bb022411.jpg
71dP60taBuL,What type of room furniture?,Dining,bc/bc0d7b2d.jpg
61nMyhpgEHL,What brand is the phone case?,Solimo,50/505e776b.jpg
A1A8NXTvDTL,What shape is the rug?,Rectangular,b8/b88ebf54.jpg
71KleeDameL,What fruit logo is cut out?,Apple,23/233eefe6.jpg
81OodNydOxL,What kind of trim is on the headboard?,Nailhead,70/70334947.jpg
61lFTyT5QjL,Is the tab cut straight?,Yes,ce/ce4ee670.jpg
8173tlMr0rL,Which brand sells this phone cover?,Solimo,d2/d2a07827.jpg
41KCMaxY92L,What sits on the table besides flowers?,Book,bc/bca5d81f.jpg
71e3WN2+NKL,What is the cover's dominant color?,Blue,6f/6f855af4.jpg
71yUkHM3s5L,What item is this product?,Shoes,5c/5c459a86.jpg
6160aIQJF-L,What is the heel's material?,Wood,72/721ca26a.jpg
81wgXg5aJvL,What material are the gloves made of?,Leather,d9/d951cd1d.jpg
81ZjgN72uKL,What shape are the bowls?,Round,d9/d9f81d43.jpg
81yDBTs8v+L,What color is the trolley?,Black,5a/5a0810df.jpg
71YsGQKLr7L,What is the cover material?,Plastic,cd/cde11602.jpg
81Lz0N1preL,What kind of boots are these?,Chelsea,24/242f3d3b.jpg
71pjBeef+wL,What product is displayed?,Necklace,b0/b0be089f.jpg
71YzWYw-z+L,What does the case say?,Love,cc/cc4525b1.jpg
71PlW4WNuwL,What object is the phone case covered in?,Pencils,93/93143995.jpg
71Q1TuhgRML,What phone model is this case for?,OnePlus,9d/9db62608.jpg
71ENNttKFiL,What material is the cover made of?,Plastic,12/123ae75e.jpg
81WWaGU11cL,What is the shoe's closure style?,Lace-Up,1a/1ae3a2be.jpg
81RAR28-IQL,What is the sole's color?,White,cd/cd8b24cd.jpg
61GFsKr8F9L,What color is the sandal?,Black,99/9900b050.jpg
61VA140j2QL,What's on the girl's neck?,Bow,9d/9d3e7787.jpg
81uKndab62L,What material is the case made of?,Silicon,09/09cdbb5b.jpg
71kSRyB4cTL,What material is the case made of?,Plastic,c2/c2d763d9.jpg
7185ZDqaBjL,What year was the model released?,2017,78/78fb2fd8.jpg
91L8i6XyTSL,What is the item's height in inches?,Six,d3/d3a1659f.jpg
71i-gMfzX3L,What is the material of the case?,Silicon,38/3827b628.jpg
71OV6wURMeL,What is the season written?,Summer,5c/5ca1513d.jpg
61be-r2iIZL,What is the item's width in inches (numerical value only)?,10.53,71/713bb576.jpg
716X5ss9MzL,How many feet wide is the opening?,Twelve,b5/b5bb8819.jpg
81LxOLGjLVL,What is the pattern made of?,Flowers,2b/2b994a22.jpg
713r63Vqt2L,What material is the ring made of?,Silver,bd/bd23c01f.jpg
81aYQa6uRDL,What brand is it?,Amazon,51/51772f46.jpg
71VEw-MjCeL,What shape is the gemstone cut in?,Cushion,eb/ebc7364f.jpg
81AXcCcY-4S,What is the product type?,Home,49/49a8b338.jpg
71zqqIhX9rL,What is the case's printing?,3D,56/5609ee81.jpg
71RKqQao9rL,What type of shoe is this?,Trainer,3f/3ffdcd46.jpg
7109ynhNwbL,What color is most dominant?,Orange,f0/f08fd3db.jpg
A13DrS-u3yL,What is the brand name?,Rivet,8d/8d6bf2d4.jpg
4125MOPM9uL,What is the charger's color?,White,0e/0e4ca407.jpg
A1VDBeEv7QL,What is the dominant color?,Red,85/8573401a.jpg
71JUZ-BtJ8L,What type of tool is it?,Spokeshave,a1/a13c438f.jpg
61qyhqfX+4L,What style is it?,Comics,29/29974040.jpg
71OkCLc88bL,Which brand sells it?,Solimo,84/84522db5.jpg
815QRRlHFBL,What is the brand of the phone case?,Solimo,77/776a51cc.jpg
71vNxbjnpjL,What brand is printed on the packaging?,Solimo,a1/a1950891.jpg
81GJsu53m2L,What is the stool's height?,Forty,13/13bc1d66.jpg
71B9YifkzFL,What part of the phone does this cover?,Back,2f/2f8e58ab.jpg
81VDZs4QGOL,Is there warranty offered with this?,No,47/4738e158.jpg
81hVIVKR8ML,What kind of beans are these?,Whole,b0/b0b889ee.jpg
91+6T2trbkL,Which brand is this product from?,Rivet,7f/7f48c657.jpg
81x6Qu+SvQL,What kind of closure does the sandal have?,Buckle,2d/2d96fd8f.jpg
811J43JZD6L,What kind of sole does the shoe have?,Rubber,80/80348829.jpg
61OnkGVhMWL,What type of product is it?,Accessories,35/3595924e.jpg
71jymEElbRL,What is the brand?,Solimo,e5/e509dc70.jpg
71gOmEBswSL,What is the background color?,Black,81/81dc1ed8.jpg
716DKHfNvPL,What material is tissue made of?,Fiber,cf/cf940789.jpg
71L0IBlk8KL,How many pounds does the lamp weigh?,Four,21/217156dd.jpg
51UPVILUNFL,What is the closure type?,Zipper,ec/ec13de05.jpg
61OnkGVhMWL,Is it safe to put this in the dishwasher?,No,35/3595924e.jpg
81YLSynNoQL,What precious metal is used?,Silver,51/51d82e7c.jpg
71UHCxFkpAL,What brand produced the case?,Solimo,79/79497fe7.jpg
91pormEJTcL,What material is the mattress made of?,Foam,3a/3aa2a59f.jpg
711nh+72uML,What brand is displayed on the package?,Amazon,eb/ebafc126.jpg
41PcqjQJDnL,What is the shade's color?,White,6a/6a5a6954.jpg
71dDm8HGgdL,What is the item id?,B071P9Y486,23/23e85c0f.jpg
71rw42LnAWL,What is the height of each stool (in inches)?,Twenty-four,ba/bade4811.jpg
71ZtWY2byaL,Which phone model is this case compatible with?,Spice,44/44516c26.jpg
414Kh-urgOL,What detects motion?,Sensor,25/25551f1d.jpg
61Id0d9AiNL,How wide is the item (inches)?,Fifteen,9d/9d6860a8.jpg
71+6qZNpt5L,What brand is it?,Solimo,11/11df019d.jpg
81yZgoHX1jL,What is the brand?,Solimo,a1/a11a8309.jpg
81Qa5cv76mL,What is the bag's brand?,Solimo,eb/eb63c648.jpg
712dBeRFQ6L,What material is the case?,Hard,57/57160261.jpg
81CujznXZXL,How many rows of small stones are there on the ring's band?,One,9a/9a1149b9.jpg
61zcWnMtXxL,"What type of surface is beneath ""KISS""?",Brick,ec/ecdb3179.jpg
61CSr7GW9iL,What color is the shoe?,Grey,7a/7af0c250.jpg
71gyTKIBXpL,What material is the phone case made of?,Silicon,1f/1fdd145b.jpg
81rGtGDipgL,What is the brand name?,Klepe,c8/c8576aaf.jpg
91T7k+8uPJL,What type of food is this?,Soup,c7/c7deced3.jpg
71b72I-LfRL,What is printed on the cover?,Design,0e/0e7cfbf5.jpg
4125MOPM9uL,What brand is on the batteries?,AmazonBasics,0e/0e4ca407.jpg
715GQSejsGL,What is the background color?,Pink,ed/ed152025.jpg
81Kr1bKJMNL,What material are these?,Paper,70/7095343d.jpg
71k7JujJgZL,What animal is featured on the cover?,Kitten,ff/ff376428.jpg
51LOJu7-BbL,What is the cover's color?,Transparent,59/593be843.jpg
71NwD0VdpUL,How many grams does it weigh?,Fifty,ec/ecd41c1d.jpg
91qRyWppj8L,What color is the jelly?,Purple,82/823a5946.jpg
71o9ggsweJL,What phone is this case for?,Samsung,de/de33c00f.jpg
71uW6LEFOGL,What is the outer material?,Textile,d7/d7267121.jpg
71gOmEBswSL,What type of bag is this?,Tote,81/81dc1ed8.jpg
813tMa1+4cL,What is the bed's primary color?,Brown,3d/3d68d6f3.jpg
51xmJcG-QbL,What type of bulb is it?,LED,f7/f733a34f.jpg
61fC5NfNr8L,Are the lenses polarized?,Yes,59/590f726a.jpg
612UraJueYL,What brand is the case?,Solimo,c5/c59cad42.jpg
71LXH3JZtML,Is this made of fabric?,No,95/95529698.jpg
81DHHXvwYyL,What kind of design?,Designer,f8/f8dc7a20.jpg
A1xwlwy-dTL,What type of furniture is it?,Sofa,f2/f2343c9b.jpg
51vWDFwECHL,"According to the item name, are these deep-seated?",Yes,5a/5a5bd020.jpg
71Rmh1qDFJL,What phone brand is the case for?,Vivo,aa/aaac1ca1.jpg
81-9EAt1djL,What surface is the design printed on?,Canvas,9a/9a7a2331.jpg
81gqEzI36sL,What brand is this phone case?,Solimo,95/9545102c.jpg
71D60TtajXL,What phone brand is this case designed for?,LG,b5/b55f0fcf.jpg
71W5Qb7nF1L,What are the packs labeled as providing?,Heat,37/37b41ad4.jpg
61w4fs2ESyL,What country is this item sold in?,Mexico,86/86d56c14.jpg
71UjWeZBbWL,What brand is the phone case?,Solimo,a1/a1bf21cb.jpg
813gU0ySDkL,What color is the front of the shoe?,Navy,54/54e1f1bd.jpg
71yHvwE8XeL,What is the primary color on the bottom?,Blue,51/51c61e69.jpg
81yDBTs8v+L,What is the brand's name?,AmazonBasics,5a/5a0810df.jpg
71QhqR8NcJL,What material is the case made of?,Silicon,26/261ffcdc.jpg
81XvXDzwZQL,What shape is featured in the center?,Heart,7e/7ebf45e7.jpg
813D4WqBvpL,What is the product type?,Office,4e/4e380510.jpg
A1MAS79cpkL,What is the cushions filling made of?,Polyester,a2/a2176fc1.jpg
715ixCjhbZL,Is there a warranty?,No,1c/1c493170.jpg
71-AEXHgC7L,What store sells this?,Amazon,d5/d5eed969.jpg
61Em+GoAfeL,What is the item's height in inches?,Zero,c7/c7839e75.jpg
A1kexar9hlL,What shape is the object beside the lamp?,Cactus,27/274ab9f4.jpg
81k58rZWHTL,Is the design printed?,Yes,46/46eb66b3.jpg
61ZDf7N1QBL,What model is the phone case compatible with?,Realme,37/375361c2.jpg
7119tI5AccL,What is the main supplement shown?,Q10,22/227a4fc2.jpg
81oXGk9SUWL,How many legs are visible?,Four,bb/bb476f97.jpg
51uJ1PeORZL,How is the girl's hair styled?,Braided,94/94751edd.jpg
61OId-C4bNL,How many owls are on the branch?,Two,69/69776572.jpg
71tihVkvKOL,What is the insole material?,Foam,59/596d55ea.jpg
71-FdKTEPTL,What is the case material?,Silicon,fc/fcb6f124.jpg
71ROFJE-8nL,What color are the sheets?,Gray,b6/b6356b52.jpg
81svyBZANHL,What does the case say?,Nohate,50/50097c0c.jpg
51CQrrOscyL,What is the product type?,TOWEL_HOLDER,71/71f5a024.jpg
71kEEXjyIJL,What is the brand of this product?,Solimo,10/1076a821.jpg
71EAPJlrhlL,What's the height in inches of the item?,Twelve,1e/1ed528e9.jpg
912jRQrxLfL,What material are the paintbrush bristles likely made of?,Bristle (based on node_name),99/9986f154.jpg
61RBSWjVnYL,What color is the beach umbrella?,Orange,9e/9e2efbc0.jpg
71ebTCKmvUL,What type of footwear is this?,Shoes,0d/0ddcfd7a.jpg
71S8D74mCeL,Is the bag waterproof?,Yes,32/3246994d.jpg
81I7iD-WUhL,What pattern is on the set?,Plaid,29/290e1242.jpg
81dsmvIuftL,What is the product's style?,Designer,0c/0c52e353.jpg
61M0mm9mfQL,What is the case's main color?,Multicolored,1b/1b41f7f9.jpg
91Zi1+XBJOL,"What word is above ""REAL"" on the label?",Doutor,61/6113ee5a.jpg
71eSYbzsgYL,What is the case's primary material?,Silicone,30/3031cdad.jpg
710uMKT7UmL,What brand is this item?,Amazon,90/902ca1d0.jpg
71YLYgDytrL,How long is one of the shoes in millimeters?,Seven-hundred,bb/bb0310dc.jpg
81z+AEzbSFL,Which phone model fits?,Samsung,69/69139e52.jpg
91-eovmEQYL,Is the bag a 2-pack?,Yes,e8/e872ccc8.jpg
71XPwp6fozL,What color is the cart?,Black,40/40632d1d.jpg
91ojO2sahrL,What is the woman reading?,Magazine,18/18fd2995.jpg
616xYvB4nFL,How many people required for assembly?,Two,ce/cee4ecf5.jpg
71-XcMusAPL,What beverage is depicted?,Tea,f7/f7db3460.jpg
71DDTMRDzUL,What is the printing method?,3D,6b/6bf8f40b.jpg
61Ebpwh9PnL,What brand is this phone cover?,Solimo,ab/abc5acbb.jpg
717odk6Zu+L,What phrase is printed on the case?,Daddy's,e4/e439e00f.jpg
81UNZU7E6TL,What vegetable is pictured?,Corn,07/073e5b2e.jpg
61COP7Ts+TL,What brand is the cover?,Solimo,86/86e95561.jpg
71CtiKrD-6L,What shape is the base?,Triangle,f6/f68ed065.jpg
81rAuj5F2JL,What shape is in the center?,Heart,c4/c43af845.jpg
61vi2BAOlqL,What is the material of the phone case?,Plastic,35/35b10715.jpg
81H-2X1hoGL,What is the brand of the sheets?,Pinzon,72/72bdd06b.jpg
71jO+jNpwdL,What phone is this designed for?,Samsung,c0/c078a5a6.jpg
7175pR+yMEL,What's the binder's height in inches?,11.63,05/05fd3a66.jpg
91AIzQ1-f5L,What material is the frame made of?,Wood,fa/fae9cb73.jpg
61SWwiColsL,Which phone is this designed for?,Samsung,2f/2fc05b83.jpg
71LLsqDdjcL,What brand is it?,Solimo,2f/2fa0e1c8.jpg
61f0b7zJPsL,What material is the couch made of?,Polyurethane,8a/8a27cf5d.jpg
810hGqKJIuL,What is the case's visual appearance?,Multicolour,fe/fe7e5161.jpg
81OhLYweuAL,What shape is the table top?,Square,46/46ff8b4f.jpg
81jOdP8nLkL,What is the value for width in inches?,2.755905512,97/97144f3f.jpg
81Qe107wJML,What is the case material?,Hard,c3/c38055b8.jpg
71ebTCKmvUL,What material are these chukka boots made of?,Leather,0d/0ddcfd7a.jpg
61LrBPNtjAL,What color are the curtains?,White,53/535d394b.jpg
61n5fQROcuL,Is this a phone cover or a case?,Case,4b/4bcf08ea.jpg
81HE+GyMJVS,Is this item imported?,Yes,16/1603af8a.jpg
812jH5FmXkL,What shape is the tabletop?,Rectangle,e2/e2a0b4cd.jpg
61OnkGVhMWL,What is the main image ID?,61OnkGVhMWL,35/3595924e.jpg
71rdVQ32kjL,What color is the tiger design?,White,cb/cb257655.jpg
71U0dELbRxL,What color is the bottle cap?,Black,fb/fb8a900b.jpg
71DIVQemjDL,What type of stone is zirconia?,Cubic,5d/5d6f6e5c.jpg
51PLJ25UUEL,Is the exterior hard or soft?,Hard,eb/eba71ce5.jpg
81Ba3iri9eL,What shape is the toe?,Round,56/565b61e4.jpg
61Hk+gg1lUL,What Amazon domain is it on?,Italy,ff/ff6357cb.jpg
51d2mHluduL,What color is the shoe?,Black,54/5429a06a.jpg
615o3mlOTQL,What is the brand?,Solimo,fd/fd8440e8.jpg
813rWhUbR6L,How is the image printed on the case?,3D,ea/eac2b222.jpg
716xCZTUFDL,How high is the item in inches?,Nineteen,c1/c1fe90c0.jpg
618DFw2TUFL,What phone is this case for?,Nokia,c6/c6575dc8.jpg
81OLhMBd9IL,How is design printed?,3D,91/91b92e6c.jpg
81BUAH6L2fL,What is the style?,Industrial,8d/8d83d63f.jpg
71K6EUJzF+L,What shape are the hanging objects?,Spheres,6a/6a82fdfc.jpg
81kTZUBpGOL,What is the number on the label?,365,71/716da3e3.jpg
61SFUz+0yjL,What material is the base?,Metal,72/727bf95c.jpg
91kjptnlhUL,What is the ottoman's color?,Spa,43/430e299e.jpg
716qubApyVL,What kind of handle is riveted?,Bakelite,5f/5fc736f7.jpg
71D6HWwpZkL,What material is it made of?,Cast,90/90cd9cf3.jpg
81RgOg3eINL,What material are the stickers made of?,PVC,ef/efd7ac9f.jpg
915KO5JRNnL,What is the product made of?,Neoprene,63/639843c7.jpg
71ZGa1kgDkL,Is the case multicolored?,Yes,9b/9b156038.jpg
81MQmOtUjHL,What brand is visible?,UMI,75/75ed1fe8.jpg
61An44uesJL,What animal is patterned?,Rabbit,c2/c2702a36.jpg
71cdMQWJEvL,What is the frame material?,Metal,32/327b105a.jpg
71cm9cdETSL,What is the brand name?,find,da/dac34346.jpg
6108nsS6dSL,What brand sells this phone case?,Solimo,94/941b9676.jpg
81e3firAvFL,What is the wrapper color?,Green,ef/ef23d174.jpg
91OVHgaUiYL,What color are the pulses?,White,05/0533e2e8.jpg
519y7pNAXqL,What is the unit for height?,Inches,82/821915ab.jpg
71HEJjKbCTL,What is the product type shown?,Safe,f4/f4c6a436.jpg
71IzLlBS1lL,What is the product's brand?,Stone,41/41f041db.jpg
61QZq7Wh6AL,What color is the interior?,Black,bc/bcdf60f5.jpg
81N3NMLzKVL,What is the product weight in grams?,454,d9/d9cda07f.jpg
91MysBNp-sL,How many pieces are included?,Two,90/908bb8fd.jpg
81LS0ocMfuL,What letter is shown?,A,52/5289f319.jpg
71MDq6+XSqL,What city's tower is featured?,Paris,2b/2b4a5bd7.jpg
81+7-nmb5EL,Are they low-top or high-top?,Low-top,99/997dcc0a.jpg
61oOntJaU3L,What device is this cover compatible with?,Realme,e0/e054764d.jpg
71IzLlBS1lL,What is the color of the wood?,Gray,41/41f041db.jpg
71r19uuzjHL,What flavor is the water?,Berry,26/263f0972.jpg
51zRjpp+7wL,What is the brand name?,Amazon,f9/f95fa0d0.jpg
711gH1NhVQL,"What is case's length, in inches?",6.18,29/299c2cc1.jpg
719reBlpsZL,Is there a warranty included?,No,00/00586afe.jpg
61xhOOc567L,What is the brand?,AmazonBasics,a5/a563e237.jpg
71xYHlHJtXL,What is the brand shown?,AmazonBasics,0a/0a007195.jpg
7128e0lN2CL,What is the brand name?,AmazonCommercial,b6/b6e279d9.jpg
71vPprmc8yL,What is the product's weight?,Pounds,01/01474c51.jpg
51xu7G0UzCL,What type of USB is on the cable?,Type-C,16/16835c46.jpg
710uzr7RrQL,What shape are the floating objects?,Hearts,86/861a26e2.jpg
81ZgMwTWVtL,How many counts of tablets is shown in the product title?,Ninety,ab/abb33348.jpg
91uE0NLNv0L,What is the sign's height (inches)?,Eighteen,46/464945d9.jpg
71ewpOHPAhL,What is the product type?,Case,3e/3e0b7ae3.jpg
714KvOb8xlL,What fruit is pictured?,Watermelon,4d/4d15d5b7.jpg
611JVbDD6xL,How many seconds does it take to grind coffee?,Ten,03/034266bd.jpg
41DUo7XIJ8L,What type of product is it?,Accessory,e3/e3c8fb65.jpg
61ziarMyIxL,Is it double-sided?,Yes,6a/6a799c93.jpg
81mXbMgAE3L,What animal is pictured?,Tiger,a2/a259a1e4.jpg
81zX-mglYPL,What is the phone model?,Vivo,a0/a044103a.jpg
